,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target,sepal_to_petal_ratio
0,0.2222222222222221,0.625,0.06779661016949151,0.04166666666666667,0.0,3.277777777777777
1,0.16666666666666674,0.41666666666666674,0.06779661016949151,0.04166666666666667,0.0,2.458333333333335
2,0.11111111111111116,0.5,0.05084745762711865,0.04166666666666667,0.0,2.185185185185186
3,0.08333333333333326,0.45833333333333326,0.0847457627118644,0.04166666666666667,0.0,0.9833333333333325
4,0.19444444444444442,0.6666666666666667,0.06779661016949151,0.04166666666666667,0.0,2.868055555555556
5,0.3055555555555556,0.7916666666666665,0.11864406779661013,0.125,0.0,2.5753968253968265
6,0.08333333333333326,0.5833333333333333,0.06779661016949151,0.08333333333333333,0.0,1.2291666666666659
7,0.19444444444444442,0.5833333333333333,0.0847457627118644,0.04166666666666667,0.0,2.2944444444444443
8,0.0277777777777779,0.375,0.06779661016949151,0.04166666666666667,0.0,0.40972222222222415
9,0.16666666666666674,0.45833333333333326,0.0847457627118644,0.0,0.0,1.9666666666666677
10,0.3055555555555556,0.7083333333333333,0.0847457627118644,0.04166666666666667,0.0,3.605555555555556
11,0.13888888888888884,0.5833333333333333,0.1016949152542373,0.04166666666666667,0.0,1.3657407407407403
12,0.13888888888888884,0.41666666666666674,0.06779661016949151,0.0,0.0,2.0486111111111107
13,0.0,0.41666666666666674,0.01694915254237289,0.0,0.0,0.0
14,0.4166666666666665,0.8333333333333333,0.033898305084745756,0.04166666666666667,0.0,12.291666666666664
15,0.38888888888888884,1.0,0.0847457627118644,0.125,0.0,4.588888888888889
16,0.3055555555555556,0.7916666666666665,0.05084745762711865,0.125,0.0,6.0092592592592595
17,0.2222222222222221,0.625,0.06779661016949151,0.08333333333333333,0.0,3.277777777777777
18,0.38888888888888884,0.7499999999999998,0.11864406779661013,0.08333333333333333,0.0,3.2777777777777786
19,0.2222222222222221,0.7499999999999998,0.0847457627118644,0.08333333333333333,0.0,2.622222222222221
20,0.3055555555555556,0.5833333333333333,0.11864406779661013,0.04166666666666667,0.0,2.5753968253968265
21,0.2222222222222221,0.7083333333333333,0.0847457627118644,0.125,0.0,2.622222222222221
22,0.08333333333333326,0.6666666666666667,0.0,0.04166666666666667,0.0,inf
23,0.2222222222222221,0.5416666666666665,0.11864406779661013,0.16666666666666669,0.0,1.8730158730158726
24,0.13888888888888884,0.5833333333333333,0.15254237288135591,0.04166666666666667,0.0,0.9104938271604937
25,0.19444444444444442,0.41666666666666674,0.1016949152542373,0.04166666666666667,0.0,1.9120370370370368
26,0.19444444444444442,0.5833333333333333,0.1016949152542373,0.125,0.0,1.9120370370370368
27,0.25,0.625,0.0847457627118644,0.04166666666666667,0.0,2.95
28,0.25,0.5833333333333333,0.06779661016949151,0.04166666666666667,0.0,3.687500000000001
29,0.11111111111111116,0.5,0.1016949152542373,0.04166666666666667,0.0,1.092592592592593
30,0.13888888888888884,0.45833333333333326,0.1016949152542373,0.04166666666666667,0.0,1.3657407407407403
31,0.3055555555555556,0.5833333333333333,0.0847457627118644,0.125,0.0,3.605555555555556
32,0.25,0.8749999999999998,0.0847457627118644,0.0,0.0,2.95
33,0.33333333333333326,0.9166666666666667,0.06779661016949151,0.04166666666666667,0.0,4.916666666666667
34,0.16666666666666674,0.45833333333333326,0.0847457627118644,0.04166666666666667,0.0,1.9666666666666677
35,0.19444444444444442,0.5,0.033898305084745756,0.04166666666666667,0.0,5.736111111111112
36,0.33333333333333326,0.625,0.05084745762711865,0.04166666666666667,0.0,6.555555555555554
37,0.16666666666666674,0.6666666666666667,0.06779661016949151,0.0,0.0,2.458333333333335
38,0.0277777777777779,0.41666666666666674,0.05084745762711865,0.04166666666666667,0.0,0.5462962962962987
39,0.2222222222222221,0.5833333333333333,0.0847457627118644,0.04166666666666667,0.0,2.622222222222221
40,0.19444444444444442,0.625,0.05084745762711865,0.08333333333333333,0.0,3.8240740740740735
41,0.05555555555555558,0.12499999999999989,0.05084745762711865,0.08333333333333333,0.0,1.092592592592593
42,0.0277777777777779,0.5,0.05084745762711865,0.04166666666666667,0.0,0.5462962962962987
43,0.19444444444444442,0.625,0.1016949152542373,0.20833333333333331,0.0,1.9120370370370368
44,0.2222222222222221,0.7499999999999998,0.15254237288135591,0.125,0.0,1.4567901234567895
45,0.13888888888888884,0.41666666666666674,0.06779661016949151,0.08333333333333333,0.0,2.0486111111111107
46,0.2222222222222221,0.7499999999999998,0.1016949152542373,0.04166666666666667,0.0,2.185185185185184
47,0.08333333333333326,0.5,0.06779661016949151,0.04166666666666667,0.0,1.2291666666666659
48,0.2777777777777777,0.7083333333333333,0.0847457627118644,0.04166666666666667,0.0,3.277777777777777
49,0.19444444444444442,0.5416666666666665,0.06779661016949151,0.04166666666666667,0.0,2.868055555555556
50,0.75,0.5,0.6271186440677966,0.5416666666666667,1.0,1.195945945945946
51,0.5833333333333335,0.5,0.5932203389830508,0.5833333333333334,1.0,0.9833333333333336
52,0.7222222222222223,0.45833333333333326,0.6610169491525424,0.5833333333333334,1.0,1.0925925925925928
53,0.33333333333333326,0.12499999999999989,0.5084745762711864,0.5000000000000001,1.0,0.6555555555555554
54,0.6111111111111112,0.33333333333333326,0.6101694915254237,0.5833333333333334,1.0,1.0015432098765433
55,0.38888888888888884,0.33333333333333326,0.5932203389830508,0.5000000000000001,1.0,0.6555555555555554
56,0.5555555555555556,0.5416666666666665,0.6271186440677966,0.6250000000000001,1.0,0.8858858858858859
57,0.16666666666666674,0.16666666666666663,0.38983050847457623,0.375,1.0,0.4275362318840582
58,0.6388888888888888,0.375,0.6101694915254237,0.5000000000000001,1.0,1.0470679012345678
59,0.25,0.29166666666666674,0.49152542372881347,0.5416666666666667,1.0,0.5086206896551725
60,0.19444444444444442,0.0,0.423728813559322,0.375,1.0,0.45888888888888885
61,0.44444444444444464,0.41666666666666674,0.5423728813559322,0.5833333333333334,1.0,0.8194444444444449
62,0.4722222222222223,0.08333333333333337,0.5084745762711864,0.375,1.0,0.9287037037037039
63,0.4999999999999998,0.375,0.6271186440677966,0.5416666666666667,1.0,0.7972972972972969
64,0.36111111111111094,0.375,0.44067796610169496,0.5000000000000001,1.0,0.819444444444444
65,0.6666666666666667,0.45833333333333326,0.576271186440678,0.5416666666666667,1.0,1.1568627450980393
66,0.36111111111111094,0.41666666666666674,0.5932203389830508,0.5833333333333334,1.0,0.6087301587301585
67,0.4166666666666665,0.29166666666666674,0.5254237288135593,0.375,1.0,0.7930107526881719
68,0.5277777777777779,0.08333333333333337,0.5932203389830508,0.5833333333333334,1.0,0.88968253968254
69,0.36111111111111094,0.20833333333333326,0.49152542372881347,0.4166666666666667,1.0,0.7346743295019155
70,0.44444444444444464,0.5,0.6440677966101694,0.7083333333333334,1.0,0.6900584795321641
71,0.4999999999999998,0.33333333333333326,0.5084745762711864,0.5000000000000001,1.0,0.983333333333333
72,0.5555555555555556,0.20833333333333326,0.6610169491525424,0.5833333333333334,1.0,0.8404558404558404
73,0.4999999999999998,0.33333333333333326,0.6271186440677966,0.4583333333333333,1.0,0.7972972972972969
74,0.5833333333333335,0.375,0.559322033898305,0.5000000000000001,1.0,1.0429292929292933
75,0.6388888888888888,0.41666666666666674,0.576271186440678,0.5416666666666667,1.0,1.108660130718954
76,0.6944444444444444,0.33333333333333326,0.6440677966101694,0.5416666666666667,1.0,1.0782163742690059
77,0.6666666666666667,0.41666666666666674,0.6779661016949152,0.6666666666666667,1.0,0.9833333333333335
78,0.4722222222222223,0.375,0.5932203389830508,0.5833333333333334,1.0,0.7960317460317462
79,0.38888888888888884,0.25,0.423728813559322,0.375,1.0,0.9177777777777777
80,0.33333333333333326,0.16666666666666663,0.47457627118644063,0.4166666666666667,1.0,0.7023809523809523
81,0.33333333333333326,0.16666666666666663,0.4576271186440678,0.375,1.0,0.7283950617283949
82,0.4166666666666665,0.29166666666666674,0.49152542372881347,0.4583333333333333,1.0,0.8477011494252872
83,0.4722222222222223,0.29166666666666674,0.6949152542372881,0.6250000000000001,1.0,0.6795392953929541
84,0.3055555555555556,0.41666666666666674,0.5932203389830508,0.5833333333333334,1.0,0.5150793650793651
85,0.4722222222222223,0.5833333333333333,0.5932203389830508,0.6250000000000001,1.0,0.7960317460317462
86,0.6666666666666667,0.45833333333333326,0.6271186440677966,0.5833333333333334,1.0,1.063063063063063
87,0.5555555555555556,0.12499999999999989,0.576271186440678,0.5000000000000001,1.0,0.9640522875816994
88,0.36111111111111094,0.41666666666666674,0.5254237288135593,0.5000000000000001,1.0,0.6872759856630822
89,0.33333333333333326,0.20833333333333326,0.5084745762711864,0.5000000000000001,1.0,0.6555555555555554
90,0.33333333333333326,0.25,0.576271186440678,0.4583333333333333,1.0,0.5784313725490194
91,0.4999999999999998,0.41666666666666674,0.6101694915254237,0.5416666666666667,1.0,0.8194444444444442
92,0.4166666666666665,0.25,0.5084745762711864,0.4583333333333333,1.0,0.8194444444444442
93,0.19444444444444442,0.12499999999999989,0.38983050847457623,0.375,1.0,0.49879227053140096
94,0.36111111111111094,0.29166666666666674,0.5423728813559322,0.5000000000000001,1.0,0.6657986111111108
95,0.38888888888888884,0.41666666666666674,0.5423728813559322,0.4583333333333333,1.0,0.7170138888888888
96,0.38888888888888884,0.375,0.5423728813559322,0.5000000000000001,1.0,0.7170138888888888
97,0.5277777777777779,0.375,0.559322033898305,0.5000000000000001,1.0,0.9436026936026939
